4.84143 					2.69734
3.01343 					4.59671
1.06875 					2.02256
4.50531 					2.26176
3.97961 					1.1565
1.0877 					5.79887
1.09515 					2.45212
0.786042 					4.54729
1.15633 					2.86693
0.859377 					1.58323
1.07885 					0.809521
1.40111 					0.634943
0.829126 					2.92603
0.936765 					0.39771
0.884266 					4.98905
3.98867 					3.70132
0.79501 					1.23348
3.7916 					2.13334
3.47906 					4.09755
3.81353 					4.97024
1.09032 					4.35723
2.13874 					5.9006
5.75584 					5.60303
0.942937 					5.2269
5.70867 					4.06628
5.43712 					3.04352
0.809157 					0.101542
0.836735 					4.21092
0.611717 					2.82609
0.419511 					1.77985
1.083 					1.56463
3.68343 					5.56348
3.91899 					1.10527
4.18635 					1.95481
3.71115 					1.74471
0.0808001 					5.66941
0.114122 					2.1406
0.259787 					5.72926
0.282196 					3.26833
5.9482 					1.66702
0.864802 					5.13871
0.944245 					3.22395
0.774729 					2.24792
5.3317 					0.597539
5.18205 					4.3881
0.626101 					3.02963
0.791494 					1.24794
0.955831 					6.02528
1.75777 					0.416298
1.67912 					0.655231
5.99727 					4.57871
5.7398 					2.93153
0.232243 					1.25366
0.489617 					6.03786
0.525189 					4.86953
2.18258 					0.623777
2.1673 					2.12214
1.95075 					2.62564
0.372048 					6.05815
0.291649 					3.57715
0.756717 					2.97638
2.81177 					5.93516
2.85136 					1.9227
0.806364 					6.18723
1.30828 					5.26799
1.16329 					4.51662
1.95028 					4.84067
2.02659 					5.31245
1.2191 					1.92048
3.57637 					6.05943
3.05552 					2.01891
3.80883 					4.88595
3.59403 					0.999611
2.03724 					1.99281
1.73248 					2.13436
1.97523 					2.59413
1.57324 					1.01489
4.58279 					1.42201
4.57341 					1.96345
4.04872 					2.0503
1.73352 					2.22864
4.50048 					3.07792
4.27067 					4.54103
4.05032 					5.84043
1.90323 					1.13771
1.8215 					1.96516
1.69201 					2.21378
2.03792 					2.93233
1.68017 					3.02482
3.0053 					6.27555
3.39872 					3.68368
4.82373 					3.54717
3.84713 					4.16469
2.88257 					5.87862
5.03161 					4.30953
5.02877 					2.78439
4.59909 					2.99412
2.12304 					1.21808
2.23003 					1.70855
2.65715 					1.39355
2.50452 					4.35394
3.22575 					2.17259
3.64555 					5.8297
5.3563 					0.309232
5.60006 					0.772876
1.91351 					3.2434
2.09366 					0.0778611
0.930088 					3.68555
0.811669 					6.20955
0.385358 					1.51221
5.24082 					3.1521
5.02185 					1.05358
1.79066 					2.53443
5.21085 					0.457748
1.69954 					3.23884
1.14104 					4.15833
5.92837 					4.52514
5.36089 					1.51323
4.93299 					0.915951
5.81523 					5.38788
5.93103 					1.64613
5.99597 					3.84639
5.9436 					5.4176
4.52581 					0.903735
4.50544 					2.37064
4.82498 					1.70513
5.06352 					0.447941
5.19231 					5.71584
0.492243 					3.80594
0.232176 					2.06875
5.95939 					1.47257
5.85804 					3.97641
5.45144 					6.08465
5.01702 					4.09551
5.03343 					1.19895
4.91091 					5.4458
4.93142 					4.12115
4.79262 					3.44466
4.16185 					5.26011
3.29869 					6.05684
5.15627 					1.678
4.76845 					1.04296
4.53206 					1.54046
4.37461 					2.70071
4.14303 					4.66037
4.71954 					3.16291
2.76217 					1.64158
2.23347 					5.56148
2.76373 					4.55037
3.28096 					2.53073
2.00058 					0.976384
1.71257 					2.28659
4.47285 					0.973448
2.16844 					5.11444
1.92195 					3.44584
1.56475 					3.88475
1.56312 					4.19602
3.33558 					0.912312
4.8325 					0.141392
3.67164 					4.23307
1.25397 					1.70361
1.14815 					5.07635
1.08508 					3.22139
1.09276 					2.45825
0.528773 					1.80213
4.29527 					3.60788
1.26867 					1.97695
3.90649 					4.4781
4.1844 					6.28298
4.01594 					0.821884
2.52977 					1.76017
1.20539 					1.13458
0.992403 					1.80006
1.01474 					4.07412
3.86694 					0.855868
4.0409 					3.55374
3.97853 					5.39664
4.74718 					5.37956
3.16085 					0.188705
0.990825 					1.7718
1.11357 					4.45792
1.35684 					3.6175
4.39061 					5.37207
4.15469 					1.56127
0.855818 					5.08757
0.933159 					5.657
1.49748 					5.05512
0.516629 					1.64757
4.47054 					5.8931
0.927773 					4.22935
0.763271 					1.58723
2.35009 					2.37086
0.966788 					1.97991
6.00601 					5.82648
6.12565 					2.41726
0.112928 					4.12247
0.143518 					4.57943
0.191313 					4.71179
0.506203 					5.38947
0.597627 					2.46252
0.569877 					6.18254
0.679574 					0.907631
2.00722 					2.86697
2.01981 					5.05694
1.70132 					5.37455
6.20455 					3.67499
0.157622 					6.18195
6.25079 					2.66608
0.489604 					4.63939
2.51496 					6.06557
2.79178 					2.69053
1.25139 					1.67482
1.32171 					0.359797
1.38046 					5.59642
1.62892 					5.3319
3.09263 					0.162981
3.13664 					5.6248
3.26573 					1.7462
3.24375 					4.0856
2.90925 					0.61284
1.03472 					2.82088
1.38984 					1.24497
2.16642 					3.57692
2.12842 					5.16811
2.54135 					0.943539
1.59027 					4.74899
1.90705 					1.50404
4.4388 					5.37134
4.51487 					3.2026
4.47589 					0.0328766
2.67965 					3.03384
4.53559 					3.99351
2.35724 					0.716749
2.20992 					3.5998
2.31522 					5.47808
3.03252 					2.46195
2.98274 					0.462944
3.3636 					3.60337
3.33826 					1.11771
3.00897 					2.87366
3.50573 					6.06731
5.25293 					1.94838
2.55525 					0.509137
5.10164 					5.4191
5.94356 					4.42733
5.84442 					4.75469
6.20326 					3.38644
0.189514 					6.16489
1.39721 					2.51474
5.59325 					5.22318
4.97627 					1.1526
3.84693 					3.56836
1.69834 					0.182119
5.05718 					2.10129
0.068851 					4.78087
0.0643677 					5.73964
6.08212 					6.075
5.92652 					4.19897
5.94002 					0.839161
4.75153 					0.124609
4.51168 					1.25311
0.863894 					3.72889
0.682188 					5.29654
0.32209 					1.59989
5.73773 					2.1193
4.21999 					0.0685674
4.18206 					4.10533
6.10305 					2.65704
4.14275 					5.59568
0.0939857 					5.55081
6.13333 					0.0580409
3.83029 					6.02889
3.87605 					4.30548
5.64058 					3.57678
5.62775 					3.41802
5.03951 					1.39094
4.71392 					2.20093
2.90794 					2.21749
2.5982 					0.437271
2.60128 					1.05489
2.7188 					5.58734
2.64416 					5.7953
3.6505 					5.83376
3.84052 					0.81539
3.38827 					3.71235
2.15759 					2.3596
1.86251 					6.08605
1.90569 					4.37392
1.74844 					0.962451
6.27133 					4.01902
5.9618 					0.631618
5.44269 					2.3665
4.83127 					1.5246
0.12906 					5.42278
1.96435 					6.09118
2.28046 					1.31523
0.922625 					0.918294
5.35703 					6.14428
1.8937 					0.294035
4.3249 					0.397803
5.47131 					5.97205
2.24057 					0.162002
5.48434 					6.1477
