0 					0
0.00304052 					3.364
0.000259561 					0.544001
4.93115 					5.036
4.91998 					5.43532
4.93095 					3.39512
4.93011 					0.20783
4.93284 					5.56641
4.95245 					2.30271
4.94562 					0.946192
4.91573 					0.463196
5.03807 					0.101209
5.07802 					6.21734
4.49785 					6.25651
3.97888 					0.141511
5.74439 					0.073918
0.73748 					0.0358221
0.88777 					6.26239
2.2335 					0.0164573
6.00463 					6.26153
0.299015 					6.18804
3.43578 					6.25217
3.32547 					0.0660758
4.2333 					0.131515
5.89081 					0.0908285
1.11004 					0.0501989
2.02604 					0.0632927
5.82811 					0.00283157
0.865323 					6.27693
0.947925 					6.23999
3.80678 					0.00560622
0.0327061 					6.25651
2.29219 					6.26218
2.66069 					6.27134
2.72787 					6.27751
2.75562 					6.28089
2.77106 					6.28257
5.49267 					6.24516
2.95199 					0.00873859
3.45367 					0.0887334
4.50017 					0.142905
4.62101 					0.210813
4.33722 					0.369378
4.28687 					0.633389
4.44027 					0.773743
4.40854 					1.87376
0.0243563 					1.7387
1.51635 					1.70421
4.61821 					1.88855
1.37644 					1.57605
1.40827 					1.53961
0.526773 					1.25178
4.21219 					1.3046
1.42677 					1.23416
0.503888 					1.17264
4.13589 					1.3269
1.45189 					1.22454
1.31799 					1.04745
4.6672 					1.07988
4.69151 					1.0923
4.83681 					1.05885
4.62245 					1.26067
1.43966 					1.07596
1.18548 					0.943604
1.89426 					1.02223
3.38839 					1.25439
4.31753 					1.49667
4.21847 					1.64788
2.72247 					1.95722
5.93454 					1.52214
4.76438 					1.4884
4.52784 					2.09906
0.889896 					1.95933
1.18412 					1.83989
4.60778 					2.1128
1.46974 					1.84215
1.39403 					1.55739
2.47648 					2.14326
1.38539 					2.09763
5.85107 					1.44253
4.34843 					1.55989
5.08679 					1.24856
5.14497 					1.14639
3.381 					2.03049
1.41673 					1.91865
1.25479 					1.24587
1.43232 					1.0538
1.50436 					1.00523
4.1262 					1.56909
4.82234 					1.51038
5.58307 					1.23047
1.97443 					1.44537
4.4447 					1.68857
4.89045 					1.57563
4.47814 					3.55469
0.395533 					2.37107
1.59666 					2.40041
1.73156 					2.59552
1.191 					1.55619
1.12341 					0.84834
1.39995 					0.688405
0.471184 					0.287534
2.96125 					0.615775
4.19989 					1.61255
4.91268 					1.33302
4.64068 					1.47061
4.38359 					1.92207
1.58208 					1.94131
1.49102 					1.81375
4.97121 					1.44612
4.41456 					1.87142
4.34435 					2.40275
5.38991 					1.86807
3.05387 					2.22242
1.5567 					2.18916
1.25019 					1.53911
1.04836 					0.779986
4.82337 					0.256714
1.37354 					0.0441158
4.24228 					0.836573
4.64456 					0.976419
5.22363 					0.127306
4.19546 					0.680532
4.69026 					0.692289
3.93765 					0.926131
2.89912 					2.21075
4.03721 					2.81423
4.80409 					2.70586
1.42681 					2.26765
1.55189 					2.21607
1.40508 					1.93503
0.871097 					1.3459
0.531948 					0.593068
4.64354 					0.829649
4.18496 					2.49529
4.57791 					2.77831
4.73068 					2.75149
4.4917 					0.416355
1.71838 					0.877762
1.51189 					0.654114
0.899672 					4.40814
1.33545 					3.04281
1.68173 					3.55299
1.82439 					4.14194
4.43913 					4.93758
5.00765 					4.12259
4.01983 					4.91177
1.51531 					4.75504
4.44405 					2.78156
2.79205 					4.34033
4.41169 					2.09412
1.22325 					6.23154
1.32565 					3.27686
1.46011 					2.47876
1.48723 					2.18556
0.952449 					1.00851
4.19686 					2.32931
4.23972 					3.9302
4.73943 					3.81458
3.70987 					0.111618
1.51688 					6.16883
1.19344 					4.89328
4.48393 					5.70896
3.70122 					2.06764
4.17317 					2.85974
