57.000000,-251.199997,1.003804,0.003029
57.200001,-251.399994,0.085692,0.003029
56.799999,-251.100006,0.173011,-0.027381
56.599998,-251.399994,0.190961,-0.082558
56.400002,-251.199997,0.060910,-0.082558
56.299999,-251.300003,0.074958,-0.082558
56.099998,-251.300003,0.171853,-0.016295
56.299999,-251.600006,0.366311,0.023602
56.299999,-251.399994,0.171302,0.002064
56.099998,-251.199997,0.169968,0.000832
56.400002,-251.300003,0.078198,0.000832
56.599998,-251.300003,0.071690,0.000832
56.500000,-251.300003,0.075234,0.000832
56.099998,-251.600006,0.069761,0.000832
56.200001,-251.699997,0.072178,0.000832
56.200001,-251.699997,0.172734,0.002913
56.299999,-251.600006,0.175011,0.003029
56.200001,-251.500000,0.175714,0.002580
56.299999,-251.500000,0.166118,0.002547
56.500000,-251.399994,0.480733,0.003196
56.400002,-251.399994,0.075330,0.003196
56.200001,-251.399994,0.173063,0.003046
56.000000,-251.699997,0.167054,0.002996
56.000000,-251.800003,0.175743,0.002946
56.000000,-251.699997,0.070940,0.002946
55.900002,-251.699997,0.074544,0.002946
56.000000,-251.800003,0.171082,0.003396
56.000000,-251.800003,0.175264,0.003362
56.099998,-251.699997,0.075613,0.003362
56.000000,-251.800003,0.165571,0.002447
56.099998,-251.800003,0.376719,0.003412
56.099998,-251.800003,0.283172,0.002780
56.099998,-251.800003,0.066988,0.002780
56.099998,-251.800003,0.069906,0.002780
56.099998,-251.800003,0.066555,0.002780
56.099998,-251.800003,0.178554,0.002680
56.200001,-251.899994,0.190460,0.002846
56.099998,-251.899994,0.155934,0.002547
55.900002,-252.000000,0.175892,0.003545
55.700001,-252.699997,0.069413,0.003545
55.400002,-254.800003,0.174291,0.009021
54.799999,-256.600006,0.175266,0.005509
53.799999,-259.399994,0.172315,-0.004927
52.900002,-262.500000,0.172539,0.000533
49.299999,-273.700012,0.575070,0.015563
48.200001,-278.299988,0.176666,0.012517
46.500000,-282.600006,0.173747,0.010769
44.299999,-293.000000,0.368098,0.009870
43.299999,-295.299988,0.074739,0.009870
41.700001,-300.899994,0.173359,0.012034
40.900002,-305.899994,0.173403,0.019874
39.400002,-311.399994,0.179648,0.007873
38.299999,-315.399994,0.168775,0.018442
37.200001,-320.299988,0.177398,0.040763
35.599998,-325.700012,0.179663,0.021389
34.599998,-328.399994,0.063220,0.021389
33.799999,-331.100006,0.069880,0.021389
32.599998,-336.600006,0.178000,0.012251
31.500000,-341.899994,0.170638,0.008406
30.500000,-347.100006,0.176232,0.011685
28.900000,-357.299988,0.370346,0.021122
28.200001,-359.899994,0.073180,0.021122
27.400000,-365.200012,0.172772,0.016562
26.200001,-370.000000,0.176921,0.013049
24.600000,-375.299988,0.171450,0.014830
22.799999,-381.899994,0.179670,0.016961
21.000000,-388.100006,0.166937,0.019358
18.600000,-393.600006,0.169873,0.015663
17.900000,-399.899994,0.177212,0.004561
16.299999,-407.600006,0.174408,0.007690
13.200000,-422.399994,0.375096,0.007690
11.700000,-430.600006,0.173470,0.026382
10.000000,-439.600006,0.169099,0.004960
7.400000,-455.399994,0.381787,0.020590
6.100000,-459.399994,0.068652,0.020590
4.900000,-465.500000,0.173317,0.022803
1.700000,-472.500000,0.175150,0.019974
-0.100000,-479.200012,0.176341,0.010819
-0.500000,-487.000000,0.171525,0.007174
-2.500000,-494.899994,0.173122,0.012334
-3.200000,-504.399994,0.170873,0.014664
-4.300000,-513.000000,0.166745,0.012051
-7.800000,-522.000000,0.183937,0.050617
-9.200000,-528.900024,0.186367,0.051782
-9.400000,-531.900024,0.057861,0.051782
-10.400000,-535.200012,0.069584,0.051782
-11.400000,-538.599976,0.073434,0.051782
-13.900000,-545.099976,0.173178,-0.015530
-15.100000,-551.000000,0.174826,-0.015363
-15.900000,-556.799988,0.173506,0.007657
-17.799999,-561.000000,0.175245,0.013466
-19.799999,-568.599976,0.170428,0.011452
-21.100000,-575.900024,0.171292,-0.001714
-27.900000,-604.200012,0.578257,-0.005177
-27.600000,-614.700012,0.174177,0.002696
-30.500000,-624.200012,0.169950,0.065014
-33.400002,-634.000000,0.175775,0.083840
-33.200001,-639.000000,0.073360,0.083840
-33.299999,-644.799988,0.064647,0.083840
-34.000000,-650.200012,0.080543,0.083840
-33.700001,-656.299988,0.074809,0.083840
-35.000000,-662.299988,0.068299,0.083840
-38.099998,-672.900024,0.176338,0.040347
-38.599998,-683.799988,0.170540,0.054628
-40.400002,-696.599976,0.174396,0.081776
-43.000000,-710.200012,0.184847,0.022787
-44.799999,-716.700012,0.061750,0.022787
-46.400002,-723.500000,0.071218,0.022787
-47.299999,-736.299988,0.174341,-0.011901
-50.000000,-749.299988,0.169122,0.026365
-53.099998,-763.599976,0.179806,0.056809
-53.900002,-777.500000,0.169696,0.009288
-56.900002,-790.500000,0.173079,-0.047521
-58.900002,-795.700012,0.070771,-0.047521
-59.400002,-801.900024,0.073890,-0.047521
-59.200001,-807.400024,0.069834,-0.047521
-58.900002,-828.200012,0.278132,0.029761
-58.799999,-835.500000,0.067181,0.029761
-61.000000,-850.799988,0.178956,0.077165
-61.900002,-867.200012,0.168826,0.073021
-60.599998,-884.799988,0.173029,0.061819
-62.500000,-902.400024,0.173790,0.090514
-63.000000,-919.900024,0.172094,0.018293
-64.300003,-937.500000,0.177125,-0.083473
-68.500000,-954.000000,0.170773,-0.084139
-71.800003,-973.200012,0.170069,-0.057424
-74.099998,-993.900024,0.173084,0.005959
-75.699997,-1004.599976,0.076504,0.005959
-78.000000,-1014.799988,0.070946,0.005959
-79.500000,-1024.800049,0.086852,0.005959
-80.000000,-1035.300049,0.060462,0.005959
-79.599998,-1045.400024,0.063334,0.005959
-81.099998,-1065.699951,0.178245,-0.028662
-86.199997,-1086.199951,0.170492,-0.072355
-88.800003,-1108.000000,0.176988,-0.043543
-91.400002,-1128.900024,0.168113,-0.070657
-104.500000,-1193.199951,0.577504,0.012717
-110.900002,-1215.599976,0.181803,0.020856
-117.300003,-1236.900024,0.182798,-0.092728
-117.699997,-1258.900024,0.154061,-0.146391
-119.500000,-1269.900024,0.072847,-0.146391
-124.400002,-1280.599976,0.069624,-0.146391
-129.300003,-1291.699951,0.072000,-0.146391
-135.300003,-1313.500000,0.174340,-0.101450
-137.800003,-1335.099976,0.173326,-0.079529
-144.300003,-1355.300049,0.177263,-0.081426
-148.500000,-1366.300049,0.069005,-0.081426
-164.600006,-1423.900024,0.470661,0.013133
-176.100006,-1448.199951,0.166736,0.125252
-196.699997,-1533.699951,0.680423,-0.159840
-204.199997,-1558.699951,0.176654,-0.330765
-209.800003,-1571.900024,0.067417,-0.330765
-218.399994,-1584.000000,0.076583,-0.330765
-226.699997,-1597.300049,0.066867,-0.330765
-232.199997,-1612.000000,0.075043,-0.330765
-243.399994,-1634.900024,0.173959,-0.169028
-255.699997,-1660.199951,0.169537,0.036968
-265.000000,-1688.000000,0.178341,-0.073220
-281.899994,-1715.699951,0.187059,-0.165782
-293.000000,-1727.699951,0.056176,-0.165782
-302.200012,-1741.800049,0.073575,-0.165782
-316.000000,-1770.699951,0.167203,-0.121174
